# wavelength[micron] ave ave_unc ave_fit intercept slope std
0.8500000000000001 0.5229116082191467 0.022688888013362885 0.5090679346458734 0.5043843287104457 -0.6293039288140487 0.05562848830036259
0.9000000000000001 0.45997095108032227 0.02032790146768093 0.46166625669933375 0.45549648735093856 -0.6174529410812017 0.050836719542353026
0.9500000000000002 0.42000287771224976 0.02005036734044552 0.42089729924118685 0.4136214060035163 -0.6385516873757641 0.0478619405952933
1.0000000000000002 0.3810850977897644 0.019589412957429886 0.38555305537535717 0.3774589648330171 -0.6469538603772321 0.04522852235644631
1.0500000000000003 0.34920358657836914 0.019196437671780586 0.35469172892455036 0.34599950638712346 -0.6512808886202338 0.043619971939746316
1.1000000000000003 0.32195335626602173 0.018980903550982475 0.3275698003772987 0.3184488876969109 -0.6583070646901519 0.0417168231073246
1.1500000000000004 0.30355149507522583 0.018601318821310997 0.30359359134808894 0.29417524356493724 -0.6680955040414542 0.03936325326515428
1.2000000000000004 0.28181931376457214 0.01777954027056694 0.28228416140059226 0.27267054082171815 -0.6345926051206287 0.03833801592606844
1.2500000000000004 0.2640969157218933 0.01732826977968216 0.2632514869766455 0.25352239430475715 -0.6211808201417144 0.03714196876173308
1.3000000000000005 0.24801427125930786 0.016910871490836143 0.24617520939060414 0.23639312104983637 -0.6322691076743284 0.03624935439391689
1.3500000000000005 0.23989495635032654 0.01684890314936638 0.23079010189928667 0.22100397773182737 -0.638483589495678 0.03559657117065511
1.4000000000000006 0.2204539030790329 0.020606864243745804 0.21687497364660085 0.20712316154029303 -0.6171752583533128 0.034496160362062656
1.4500000000000006 0.20975157618522644 0.018769754096865654 0.2042441084260786 0.1945565786103972 -0.5759689452024471 0.03344508246073979
1.5000000000000007 0.19530680775642395 0.014611581340432167 0.1927405948483919 0.18314067171798756 -0.5268239963976614 0.03310755967105022
1.5500000000000007 0.184793159365654 0.013940279372036457 0.18223108310987315 0.17273679698212466 -0.4834620236847841 0.033611979598619154
1.6000000000000008 0.1723860502243042 0.013286537490785122 0.1726016286036064 0.16322677758593934 -0.46130835240307666 0.03413885968415152
1.6500000000000008 0.16221222281455994 0.012996039353311062 0.16375437128263234 0.15450936031273937 -0.4551474878836529 0.03433255871616444
1.7000000000000008 0.15201103687286377 0.012922966852784157 0.15560486330775333 0.14649737068198002 -0.4477989120453107 0.034232487017141794
