# wavelength kabs
# KP5 - see Chapman et al. 2009, ApJ, 690, 496
# This opacity is documented in Pontoppidan et al. 2024, RNAAS
# Version 5.0
# Written by Klaus Pontoppidan (klaus.m.pontoppidan@jpl.nasa.gov)
0.099999962 62826.016
0.10019827 62513.274
0.10039697 62201.342
0.10059606 61891.374
0.10079555 61582.968
0.10099543 61275.52
0.10119571 60969.845
0.10139639 60665.407
0.10159746 60362.812
0.10179894 60060.89
0.10200081 59761.023
0.10220308 59462.515
0.10240576 59165.694
0.10260883 58816.605
0.10281231 58446.907
0.1030162 58078.708
0.10322048 57711.605
0.10342518 57346.384
0.10363027 56982.049
0.10383578 56619.408
0.10404169 56257.518
0.10424801 55897.358
0.10445474 55539.053
0.10466188 55181.806
0.10486943 54826.146
0.10507739 54486.782
0.10528577 54175.742
0.10549456 53867.238
0.10570376 53561.246
0.10591337 53257.358
0.10612341 52956.229
0.10633385 52656.762
0.10654472 52358.751
0.10675601 52062.214
0.10696771 51767.469
0.10717983 51474.183
0.10739238 51182.95
0.10760534 50892.483
0.10781873 50604.646
0.10803254 50349.773
0.10824677 50095.125
0.10846143 49840.161
0.10867652 49586.673
0.10889203 49332.993
0.10910797 49079.614
0.10932434 48827.022
0.10954113 48575.249
0.10975836 48324.74
0.10997602 48075.264
0.11019411 47826.572
0.11041263 47578.979
0.11063158 47333.242
0.11085097 47088.472
0.11107079 46869.405
0.11129105 46699.609
0.11151175 46529.011
0.11173288 46356.187
0.11195446 46183.046
0.11217647 46008.714
0.11239892 45832.992
0.11262182 45656.321
0.11284515 45478.058
0.11306893 45299.17
0.11329315 45119.361
0.11351782 44939.123
0.11374293 44756.708
0.11396849 44573.701
0.1141945 44389.127
0.11442095 44202.898
0.11464785 44016.337
0.11487521 43838.632
0.11510301 43682.505
0.11533127 43526.655
0.11555997 43369.672
0.11578914 43213.285
0.11601875 43056.871
0.11624883 42899.892
0.11647935 42742.431
0.11671034 42585.198
0.11694178 42426.833
0.11717368 42269.348
0.11740605 42111.375
0.11763887 41953.936
0.11787215 41796.573
0.1181059 41645.827
0.11834011 41502.891
0.11857479 41359.603
0.11880993 41216.238
0.11904553 41073.765
0.11928161 40929.686
0.11951815 40786.271
0.11975516 40642.533
0.11999264 40498.572
0.1202306 40354.712
0.12046902 40210.059
0.12070792 40066.028
0.12094729 39921.108
0.12118713 39776.319
0.12142745 39631.511
0.12166825 39493.849
0.12190953 39363.866
0.12215128 39232.844
0.12239351 39101.045
0.12263623 38968.992
0.12287942 38837.012
0.1231231 38704.58
0.12336726 38572.211
0.1236119 38439.578
0.12385703 38306.612
0.12410265 38173.304
0.12434875 38039.214
0.12459534 37902.176
0.12484242 37764.93
0.12508999 37631.989
0.12533805 37505.286
0.1255866 37378.133
0.12583565 37251.157
0.12608519 37123.249
0.12633522 36995.69
0.12658575 36866.965
0.12683678 36735.923
0.12708831 36603.098
0.12734033 36469.601
0.12759285 36335.657
0.12784588 36201.589
0.1280994 36073.329
0.12835343 35944.039
0.12860796 35815.253
0.128863 35684.85
0.12911854 35554.24
0.12937459 35429.213
0.12963115 35304.315
0.12988821 35178.751
0.13014579 35053.873
0.13040388 34928.655
0.13066248 34807.67
0.13092159 34689.511
0.13118121 34571.738
0.13144135 34453.714
0.13170201 34340.633
0.13196318 34237.61
0.13222487 34134.435
0.13248708 34030.573
0.13274981 33927.014
0.13301306 33823.64
0.13327683 33719.481
0.13354113 33618.44
0.13380595 33517.693
0.13407129 33416.632
0.13433716 33325.326
