# wave A(l)/A(V) unc type
0.112305922546031 6.847556692139969 0.19983541525860996 spec
0.11701444543424377 5.831747894518376 0.035430074824899155 spec
0.12192037721493712 5.316808770696611 0.17716955259746545 spec
0.12703199442658303 5.44887838580242 0.030571416996447737 spec
0.13235792060868376 5.115222987458385 0.0352393910549822 spec
0.13790714085008998 4.860161520000865 0.022340167328706497 spec
0.14368901694726988 4.603244229724355 0.02039330322656729 spec
0.14971330319810144 4.380661719107991 0.020349135239799865 spec
0.1559901628578337 4.122941435989293 0.02385957759743568 spec
0.16253018528497776 3.931776192091593 0.018496750438423533 spec
0.16934440380605456 3.7650468775522037 0.022537499097438456 spec
0.17644431432933738 3.5787440290815615 0.0181091093438295 spec
0.18384189473899187 3.401297236472459 0.015784209031576256 spec
0.1915496251023318 3.2406020496958474 0.016101138308272284 spec
0.1995805087242818 3.1326209665059834 0.015209513508729776 spec
0.20794809408456638 2.9984478868820883 0.013831935817581402 spec
0.216666497694635 2.8678603256493833 0.013568088596585422 spec
0.2257504279128828 2.711103246385515 0.011910691317821886 spec
0.23521520975834567 2.5492520177588283 0.014692610807648825 spec
0.24507681076473067 2.389525680616388 0.009620888083712758 spec
0.25535186791839903 2.309726452669956 0.01056190399165983 spec
0.26605771572574743 2.158008535425206 0.00917623415282359 spec
0.27721241545733843 2.0760105449165183 0.00972090087034518 spec
0.28883478561811626 1.9544940452804287 0.008694020114040702 spec
0.30094443369511337 1.8757091989282824 0.010157429495629118 spec
0.3654647767543793 1.5068186876011898 0.03640110255487302 JohnU
0.43901899456977844 1.3446745290035917 0.012104158099805855 JohnB
0.5447309613227844 1.0211056069508497 0.011820762587529243 JohnV
1.2307178974151611 0.3334668386999866 0.06797754856997613 JohnJ
1.621522068977356 0.1366387371471568 0.08028764949929663 JohnH
2.17476487159729 0.07450314415244152 0.10211210104143857 JohnK
